12921,16587.09,37,448.30,High Value
14607,16569.50,14,1183.54,High Value
15856,16387.57,27,606.95,High Value
17677,16363.23,30,545.44,High Value
15189,16225.39,41,395.74,High Value
14051,15610.39,23,678.71,High Value
15513,14758.22,19,776.75,High Value
16133,14589.04,33,442.09,High Value
14866,14389.90,12,1199.16,High Value
16705,14034.99,20,701.75,High Value
12681,13787.54,22,626.71,High Value
12621,13689.67,20,684.48,High Value
12540,13400.24,17,788.25,High Value
12433,13375.87,7,1910.84,High Value
15498,13316.40,27,493.20,High Value
12477,13219.74,6,2203.29,High Value
17735,13110.02,19,690.00,High Value
16525,13027.45,26,501.06,High Value
14258,12669.98,9,1407.78,High Value
13078,12627.94,26,485.69,High Value
12536,12601.83,3,4200.61,High Value
15640,12515.66,15,834.38,High Value
16000,12393.70,3,4131.23,High Value
17340,12353.29,11,1123.03,High Value
12682,12288.22,31,396.39,High Value
13113,12245.96,24,510.25,High Value
14606,12156.65,93,130.72,High Value
12557,11990.96,5,2398.19,High Value
12939,11581.80,8,1447.73,High Value
15125,11528.48,15,768.57,High Value
14194,11349.52,21,540.45,High Value
12971,11189.91,86,130.12,High Value
14895,11138.71,20,556.94,High Value
12409,11072.67,3,3690.89,High Value
15482,11054.96,12,921.25,High Value
17581,11045.04,25,441.80,High Value
13319,10845.55,26,417.14,High Value
17107,10815.43,6,1802.57,High Value
13340,10736.48,7,1533.78,High Value
14769,10674.75,8,1334.34,High Value
17139,10668.47,12,889.04,High Value
16779,10629.72,22,483.17,High Value
17865,10526.32,20,526.32,High Value
17706,10504.49,17,617.91,High Value
15251,10484.99,11,953.18,High Value
14062,10464.85,12,872.07,High Value
15615,10399.74,23,452.16,High Value
15502,10384.93,12,865.41,High Value
16180,10254.18,8,1281.77,High Value
16843,10196.57,16,637.29,High Value
12590,9864.26,2,4932.13,High Value
13001,9818.82,13,755.29,High Value
13199,9817.12,38,258.35,High Value
15078,9743.11,32,304.47,High Value
12709,9736.52,15,649.10,High Value
13458,9646.57,14,689.04,High Value
14733,9585.91,12,798.83,High Value
16523,9418.47,21,448.50,High Value
12567,9401.28,10,940.13,High Value
14367,9261.52,16,578.85,High Value
14667,9241.20,25,369.65,High Value
18092,9068.26,11,824.39,High Value
13969,9053.94,18,503.00,High Value
12451,9035.52,5,1807.10,High Value
13488,8968.31,13,689.87,High Value
13090,8910.82,14,636.49,High Value
16033,8816.40,20,440.82,High Value
17017,8694.26,20,434.71,High Value
17243,8676.85,26,333.73,High Value
17306,8631.31,19,454.28,High Value
16656,8625.80,15,575.05,High Value
14527,8508.82,55,154.71,High Value
12683,8476.57,15,565.10,High Value
18139,8438.34,6,1406.39,High Value
15358,8347.20,22,379.42,High Value
16558,8338.49,20,416.92,High Value
14056,8214.65,23,357.16,High Value
14936,8137.02,8,1017.13,High Value
16672,8134.94,20,406.75,High Value
13854,8109.52,25,324.38,High Value
14952,8099.49,11,736.32,High Value
18109,8052.97,26,309.73,High Value
14796,8022.49,17,471.91,High Value
12428,7956.46,9,884.05,High Value
15290,7943.22,18,441.29,High Value
14849,7930.54,25,317.22,High Value
12757,7857.10,13,604.39,High Value
17811,7837.73,39,200.97,High Value
13093,7832.47,8,979.06,High Value
12435,7829.89,2,3914.95,High Value
13629,7792.36,11,708.40,High Value
15044,7700.23,17,452.95,High Value
15194,7616.53,15,507.77,High Value
18172,7561.68,20,378.08,High Value
13263,7454.07,35,212.97,High Value
12474,7375.79,18,409.77,High Value
12980,7374.90,9,819.43,High Value
15465,7354.62,18,408.59,High Value
17396,7330.80,8,916.35,High Value
12583,7281.38,15,485.43,High Value
13018,7277.70,28,259.92,High Value
18229,7276.90,20,363.85,High Value
16923,7247.61,19,381.45,High Value
16729,7239.92,21,344.76,High Value
16745,7194.30,17,423.19,High Value
16873,7123.62,6,1187.27,High Value
13324,7121.95,10,712.20,High Value
13985,7060.13,15,470.68,High Value
14961,7044.68,9,782.74,High Value
12766,6989.63,7,998.52,High Value
12798,6977.04,3,2325.68,High Value
12989,6924.11,15,461.61,High Value
16713,6923.13,15,461.54,High Value
13027,6912.00,6,1152.00,High Value
16187,6911.44,15,460.76,High Value
17416,6893.42,7,984.77,High Value
12705,6868.29,9,763.14,High Value
12476,6816.42,11,619.67,High Value
12830,6814.64,6,1135.77,High Value
15023,6802.76,11,618.43,High Value
18055,6784.19,10,678.42,High Value
15601,6776.56,14,484.04,High Value
16652,6773.97,7,967.71,High Value
16532,6748.80,3,2249.60,High Value
13576,6717.34,18,373.19,High Value
16746,6697.66,18,372.09,High Value
15249,6688.46,13,514.50,High Value
16353,6675.71,23,290.25,High Value
17338,6643.93,8,830.49,High Value
12626,6620.48,9,735.61,High Value
16182,6617.65,4,1654.41,High Value
15144,6580.44,17,387.08,High Value
12472,6572.11,7,938.87,High Value
16814,6509.10,21,309.96,High Value
12431,6487.45,15,432.50,High Value
18223,6484.54,14,463.18,High Value
15694,6479.40,14,462.81,High Value
13225,6463.84,7,923.41,High Value
13102,6424.09,24,267.67,High Value
13871,6403.25,13,492.56,High Value
12359,6372.58,4,1593.15,High Value
13668,6363.59,21,303.03,High Value
13709,6328.05,13,486.77,High Value
15005,6316.57,28,225.59,High Value
17315,6292.26,38,165.59,High Value
16126,6287.77,4,1571.94,High Value
14057,6217.96,17,365.76,High Value
12357,6207.67,1,6207.67,High Value
14060,6140.42,19,323.18,High Value
13418,6127.43,18,340.41,High Value
17509,6115.14,8,764.39,High Value
15939,6115.01,15,407.67,High Value
14735,6065.69,32,189.55,High Value
12637,6021.90,8,752.74,High Value
13097,6010.42,10,601.04,High Value
13316,5977.73,4,1494.43,High Value
14101,5976.79,6,996.13,High Value
15382,5955.71,6,992.62,High Value
14505,5905.64,8,738.21,High Value
14415,5900.28,13,453.87,High Value
14944,5900.25,12,491.69,High Value
13209,5891.61,8,736.45,High Value
13534,5870.08,25,234.80,High Value
13050,5836.86,17,343.34,High Value
12720,5781.73,25,231.27,High Value
15218,5756.89,11,523.35,High Value
17686,5739.46,7,819.92,High Value
13178,5725.47,11,520.50,High Value
16553,5719.82,12,476.65,High Value
13468,5704.97,37,154.19,High Value
14110,5683.15,12,473.60,High Value
14049,5681.72,4,1420.43,High Value
17049,5659.98,9,628.89,High Value
17716,5655.99,11,514.18,High Value
13004,5655.91,18,314.22,High Value
18118,5653.82,26,217.45,High Value
14688,5630.87,21,268.14,High Value
17757,5605.29,30,186.84,High Value
12481,5596.32,10,559.63,High Value
12839,5591.42,14,399.39,High Value
16767,5580.60,11,507.33,High Value
16161,5575.56,19,293.45,High Value
12539,5568.35,4,1392.09,High Value
15805,5528.48,17,325.20,High Value
18225,5509.12,12,459.09,High Value
16609,5493.46,7,784.78,High Value
16985,5464.12,10,546.41,High Value
16265,5447.00,9,605.22,High Value
18198,5425.56,17,319.15,High Value
12490,5417.93,10,541.79,High Value
17809,5411.91,12,450.99,High Value
16701,5398.30,13,415.25,High Value
17719,5396.04,15,359.74,High Value
17850,5391.21,34,158.57,High Value
16303,5360.63,3,1786.88,High Value
13269,5346.23,15,356.42,High Value
15150,5314.47,10,531.45,High Value
17730,5298.48,13,407.58,High Value
17061,5232.23,11,475.66,High Value
18226,5228.05,11,475.28,High Value
12362,5226.23,10,522.62,High Value
15046,5213.77,15,347.58,High Value
16258,5203.51,5,1040.70,High Value
13756,5189.52,14,370.68,High Value
16191,5180.52,13,398.50,High Value
15727,5178.96,7,739.85,High Value
17858,5155.66,12,429.64,High Value
13599,5153.67,21,245.41,High Value
15903,5126.76,7,732.39,High Value
13941,5112.96,5,1022.59,High Value
17602,5102.97,6,850.50,High Value
16700,5076.55,13,390.50,High Value
14562,5074.77,18,281.93,High Value
15301,5070.35,12,422.53,High Value
13139,5064.94,7,723.56,High Value
12432,5059.32,5,1011.86,High Value
15719,5045.61,13,388.12,High Value
17426,5037.26,6,839.54,High Value
14329,5014.84,7,716.41,High Value
14755,5010.28,11,455.48,High Value
12444,5005.46,5,1001.09,High Value
15032,4959.10,3,1653.03,High Value
15547,4954.84,14,353.92,High Value
12437,4951.41,18,275.08,High Value
12700,4939.99,4,1235.00,High Value
15786,4932.20,3,1644.07,High Value
14709,4921.04,13,378.54,High Value
17133,4892.24,7,698.89,High Value
12664,4881.88,9,542.43,High Value
12688,4873.81,1,4873.81,High Value
14292,4871.93,9,541.33,High Value
17652,4867.72,12,405.64,High Value
15738,4812.42,16,300.78,High Value
13013,4810.94,13,370.07,High Value
15555,4805.17,16,300.32,High Value
17365,4801.56,8,600.20,High Value
15298,4799.90,12,399.99,High Value
15187,4777.18,16,298.57,High Value
17690,4757.95,15,317.20,High Value
12955,4757.16,11,432.47,High Value
14180,4748.52,25,189.94,High Value
15152,4745.69,13,365.05,High Value
16722,4730.81,13,363.91,High Value
12714,4708.86,5,941.77,High Value
14159,4693.01,11,426.64,High Value
14135,4690.31,15,312.69,High Value
14191,4684.76,13,360.37,High Value
15291,4668.30,15,311.22,High Value
14189,4654.08,15,310.27,High Value
14390,4652.82,9,516.98,High Value
14286,4628.75,3,1542.92,High Value
16931,4604.22,21,219.25,High Value
13802,4599.42,3,1533.14,High Value
15093,4597.02,6,766.17,High Value
14004,4582.64,7,654.66,High Value
17613,4559.15,14,325.65,High Value
17068,4552.14,21,216.77,High Value
12484,4541.72,6,756.95,High Value
13267,4521.49,19,237.97,High Value
15299,4507.01,7,643.86,High Value
17975,4488.81,13,345.29,High Value
12524,4485.72,8,560.72,High Value
14426,4481.67,10,448.17,High Value
16984,4481.35,2,2240.68,High Value
17364,4481.18,11,407.38,High Value
12627,4478.53,7,639.79,High Value
14085,4448.54,18,247.14,High Value
14534,4447.05,18,247.06,High Value
13069,4436.12,24,184.84,High Value
15955,4416.26,14,315.45,High Value
16626,4413.10,17,259.59,High Value
15874,4405.88,7,629.41,High Value
12712,4396.13,13,338.16,High Value
13505,4393.63,4,1098.41,High Value
12752,4366.78,1,4366.78,High Value
16945,4345.50,19,228.71,High Value
14016,4341.21,4,1085.30,High Value
14800,4339.74,12,361.65,High Value
14525,4332.20,9,481.36,High Value
17567,4331.48,8,541.44,High Value
18251,4314.72,1,4314.72,High Value
12347,4310.00,7,615.71,High Value
15034,4308.61,8,538.58,High Value
17937,4301.22,7,614.46,High Value
14422,4263.64,6,710.61,High Value
12500,4257.82,11,387.07,High Value
17419,4226.57,12,352.21,High Value
14277,4216.20,3,1405.40,High Value
15804,4206.39,13,323.57,High Value
17920,4204.10,17,247.30,High Value
15971,4199.85,12,349.99,High Value
12747,4196.01,11,381.46,High Value
14146,4191.00,5,838.20,High Value
18041,4183.39,21,199.21,High Value
12949,4167.22,8,520.90,High Value
15570,4165.52,12,347.13,High Value
16549,4154.64,10,415.46,High Value
13384,4151.93,7,593.13,High Value
13555,4149.28,4,1037.32,High Value
13988,4147.96,6,691.33,High Value
15514,4139.46,11,376.31,High Value
12569,4124.69,32,128.90,High Value
16592,4113.68,16,257.11,High Value
17940,4106.44,10,410.64,High Value
17377,4100.92,20,205.05,High Value
16401,4098.32,12,341.53,High Value
16670,4095.90,11,372.35,High Value
12749,4090.88,5,818.18,High Value
14092,4076.91,14,291.21,High Value
12449,4067.29,4,1016.82,High Value
18087,4055.72,2,2027.86,High Value
14401,4051.48,13,311.65,High Value
12656,4051.17,5,810.23,High Value
12867,4036.82,7,576.69,High Value
13815,4027.36,4,1006.84,High Value
12841,4022.35,25,160.89,High Value
12957,4017.54,8,502.19,High Value
12378,4008.62,1,4008.62,High Value
14547,4007.54,8,500.94,High Value
16186,4006.94,12,333.91,High Value
17769,3997.98,10,399.80,High Value
15529,3995.23,11,363.20,High Value
17001,3989.57,11,362.69,High Value
15416,3984.32,4,996.08,High Value
17611,3984.22,15,265.61,High Value
12779,3981.36,8,497.67,High Value
12727,3980.70,7,568.67,High Value
14299,3965.62,9,440.62,High Value
13523,3964.88,5,792.98,High Value
13183,3957.78,9,439.75,High Value
17651,3945.00,10,394.50,High Value
12473,3938.55,5,787.71,High Value
17593,3927.34,5,785.47,High Value
14739,3902.28,7,557.47,High Value
13999,3901.81,12,325.15,High Value
14291,3883.25,11,353.02,High Value
18073,3877.52,12,323.13,High Value
13124,3866.33,3,1288.78,High Value
15195,3861.00,1,3861.00,High Value
16717,3858.38,6,643.06,High Value
12662,3849.78,11,349.98,High Value
16327,3844.22,6,640.70,High Value
13266,3834.26,12,319.52,High Value
17091,3827.76,9,425.31,High Value
15867,3812.64,15,254.18,High Value
12755,3811.95,2,1905.98,High Value
12597,3811.22,4,952.81,High Value
13435,3809.89,7,544.27,High Value
12668,3807.15,4,951.79,High Value
16145,3799.49,11,345.41,High Value
16655,3794.52,6,632.42,High Value
16168,3787.60,27,140.28,High Value
16019,3786.24,9,420.69,High Value
12562,3781.74,7,540.25,High Value
17173,3766.60,8,470.83,High Value
16904,3754.27,16,234.64,High Value
12429,3750.40,4,937.60,High Value
17238,3744.65,17,220.27,High Value
14145,3742.20,4,935.55,High Value
13552,3740.07,12,311.67,High Value
16570,3738.40,10,373.84,High Value
15808,3734.97,4,933.74,High Value
14282,3729.34,15,248.62,High Value
12502,3723.87,5,744.77,High Value
12647,3722.82,12,310.24,High Value
13680,3722.42,4,930.61,High Value
16240,3718.80,2,1859.40,High Value
14364,3717.35,8,464.67,High Value
15845,3711.77,8,463.97,High Value
15622,3709.56,9,412.17,High Value
13148,3707.12,12,308.93,High Value
17819,3704.87,7,529.27,High Value
15379,3703.29,7,529.04,High Value
12553,3692.28,10,369.23,High Value
16253,3683.86,2,1841.93,High Value
15581,3679.97,13,283.07,High Value
15296,3672.86,6,612.14,High Value
18079,3651.97,4,912.99,High Value
13137,3650.41,8,456.30,High Value
12417,3649.10,9,405.46,High Value
16712,3645.43,11,331.40,High Value
13426,3641.32,10,364.13,High Value
12619,3641.24,9,404.58,High Value
16440,3640.67,5,728.13,High Value
13381,3639.31,6,606.55,High Value
17230,3638.41,8,454.80,High Value
14543,3630.33,16,226.90,High Value
17528,3628.50,8,453.56,High Value
13327,3627.77,8,453.47,High Value
13520,3624.35,6,604.06,High Value
17576,3622.68,19,190.67,High Value
14040,3614.92,12,301.24,High Value
13082,3613.63,9,401.51,High Value
15505,3610.96,5,722.19,High Value
15113,3609.33,3,1203.11,High Value
16242,3603.21,7,514.74,High Value
15484,3594.31,4,898.58,High Value
14132,3586.03,11,326.00,High Value
17203,3563.85,6,593.98,High Value
17491,3558.87,10,355.89,High Value
15544,3546.71,9,394.08,High Value
12370,3545.69,4,886.42,High Value
14503,3543.26,6,590.54,High Value
13448,3539.37,6,589.90,High Value
13334,3536.82,3,1178.94,High Value
12454,3528.34,1,3528.34,High Value
17160,3518.03,6,586.34,High Value
13953,3515.68,7,502.24,High Value
16360,3512.53,6,585.42,High Value
14395,3507.71,9,389.75,High Value
16131,3506.54,6,584.42,High Value
14907,3501.10,7,500.16,High Value
16458,3482.74,18,193.49,High Value
13993,3466.36,9,385.15,High Value
13014,3466.28,10,346.63,High Value
17758,3456.70,8,432.09,High Value
15410,3450.84,8,431.36,High Value
13536,3448.29,7,492.61,High Value
15129,3447.40,11,313.40,High Value
15974,3442.15,7,491.74,High Value
17725,3439.08,11,312.64,High Value
15676,3435.76,3,1145.25,High Value
14221,3432.80,9,381.42,High Value
12406,3415.30,2,1707.65,High Value
15981,3408.48,8,426.06,High Value
13437,3408.06,7,486.87,High Value
17669,3406.72,7,486.67,High Value
13198,3401.24,6,566.87,High Value
15228,3386.71,4,846.68,High Value
13842,3385.62,9,376.18,High Value
15708,3364.24,7,480.61,High Value
16011,3362.71,16,210.17,High Value
14227,3350.96,10,335.10,High Value
16818,3349.57,11,304.51,High Value
16607,3347.71,14,239.12,High Value
17183,3347.31,6,557.89,High Value
13015,3346.28,5,669.26,High Value
12643,3344.64,6,557.44,High Value
12613,3344.38,5,668.88,High Value
12594,3338.22,10,333.82,High Value
16556,3313.79,7,473.40,High Value
13373,3312.25,3,1104.08,High Value
14841,3295.76,6,549.29,High Value
14702,3292.14,17,193.66,High Value
15632,3285.31,8,410.66,High Value
12480,3281.63,4,820.41,High Value
15764,3279.97,6,546.66,High Value
17723,3276.40,6,546.07,High Value
13952,3251.07,2,1625.54,High Value
13047,3237.54,10,323.75,High Value
15443,3236.91,7,462.42,High Value
17050,3228.84,6,538.14,High Value
14175,3222.30,3,1074.10,High Value
13880,3219.77,13,247.67,High Value
13268,3214.69,11,292.24,High Value
14388,3212.84,8,401.61,High Value
16107,3204.16,7,457.74,High Value
17220,3198.25,14,228.45,High Value
13868,3192.54,2,1596.27,High Value
17685,3191.53,7,455.93,High Value
13758,3190.55,7,455.79,High Value
14844,3189.81,4,797.45,High Value
12456,3181.04,3,1060.35,High Value
17672,3178.17,2,1589.09,High Value
17231,3174.32,10,317.43,High Value
16837,3170.98,11,288.27,High Value
16041,3166.40,3,1055.47,High Value
15861,3165.36,8,395.67,High Value
17863,3160.00,6,526.67,High Value
15065,3158.13,4,789.53,High Value
14235,3144.86,5,628.97,High Value
13742,3131.02,12,260.92,High Value
16156,3122.04,9,346.89,High Value
13685,3119.44,7,445.63,High Value
16326,3110.96,14,222.21,High Value
16678,3109.99,12,259.17,High Value
13869,3104.95,4,776.24,High Value
14099,3104.17,11,282.20,High Value
16905,3102.43,7,443.20,High Value
15491,3100.09,6,516.68,High Value
14257,3099.72,5,619.94,High Value
14565,3099.12,4,774.78,High Value
13135,3096.00,1,3096.00,High Value
17059,3095.04,5,619.01,High Value
13362,3090.74,4,772.69,High Value
15998,3089.97,5,617.99,High Value
16218,3084.68,7,440.67,High Value
18272,3078.58,6,513.10,High Value
12910,3075.04,8,384.38,High Value
13631,3070.42,11,279.13,High Value
16686,3062.83,7,437.55,High Value
14456,3062.40,9,340.27,High Value
17799,3055.93,10,305.59,High Value
16940,3049.88,3,1016.63,High Value
16393,3046.21,13,234.32,High Value
16709,3029.87,5,605.97,High Value
12598,3023.08,8,377.89,High Value
12395,3018.63,12,251.55,High Value
18094,3017.30,7,431.04,High Value
12754,3010.74,3,1003.58,High Value
12916,3006.15,4,751.54,High Value
15521,3000.20,8,375.03,High Value
17659,2999.46,12,249.96,High Value
17504,2997.03,9,333.00,High Value
12670,2996.05,5,599.21,High Value
14307,2995.72,6,499.29,High Value
15687,2993.10,9,332.57,High Value
14639,2984.49,6,497.42,High Value
13451,2976.15,5,595.23,High Value
14032,2975.59,11,270.51,High Value
15854,2974.65,12,247.89,High Value
16497,2965.69,6,494.28,High Value
17924,2962.50,7,423.21,High Value
14868,2953.59,8,369.20,High Value
17084,2949.75,2,1474.88,High Value
17444,2940.04,3,980.01,High Value
16316,2938.91,8,367.36,High Value
14530,2925.91,6,487.65,High Value
17512,2924.99,10,292.50,High Value
15606,2920.16,9,324.46,High Value
12906,2919.81,5,583.96,High Value
14112,2915.15,7,416.45,High Value
12438,2906.85,2,1453.43,High Value
17644,2895.64,11,263.24,High Value
18144,2888.75,12,240.73,High Value
12408,2888.55,5,577.71,High Value
13735,2885.24,4,721.31,High Value
16633,2883.10,6,480.52,High Value
15673,2881.02,4,720.26,High Value
14251,2879.70,5,575.94,High Value
17728,2876.01,3,958.67,High Value
14005,2874.72,5,574.94,High Value
15628,2870.24,9,318.92,High Value
14711,2868.80,11,260.80,High Value
13901,2867.20,5,573.44,High Value
14535,2864.19,3,954.73,High Value
12685,2863.08,6,477.18,High Value
18145,2861.55,4,715.39,High Value
16928,2847.60,17,167.51,High Value
15984,2837.67,10,283.77,High Value
14852,2836.69,6,472.78,High Value
14572,2832.84,7,404.69,High Value
17596,2827.93,7,403.99,High Value
14842,2824.69,4,706.17,High Value
13174,2817.03,3,939.01,High Value
16871,2812.34,6,468.72,High Value
12356,2811.43,3,937.14,High Value
14903,2810.63,5,562.13,High Value
18230,2810.20,7,401.46,High Value
13230,2806.97,14,200.50,High Value
16081,2806.90,5,561.38,High Value
16764,2799.25,13,215.33,High Value
15993,2797.57,7,399.65,High Value
13769,2796.51,10,279.65,High Value
12578,2794.51,2,1397.26,High Value
12758,2791.59,2,1395.80,High Value
17739,2791.35,7,398.76,High Value
14626,2791.27,4,697.82,High Value
17213,2781.23,7,397.32,High Value
12388,2780.66,6,463.44,High Value
14121,2780.15,4,695.04,High Value
17838,2779.30,5,555.86,High Value
13870,2770.94,8,346.37,High Value
15356,2766.50,10,276.65,High Value
15114,2760.56,10,276.06,High Value
14854,2759.83,7,394.26,High Value
13971,2758.26,8,344.78,High Value
15321,2748.31,3,916.10,High Value
12669,2744.03,3,914.68,High Value
14808,2741.17,8,342.65,High Value
14125,2740.43,3,913.48,High Value
15696,2736.46,8,342.06,High Value
16938,2736.38,4,684.10,High Value
16003,2735.37,5,547.07,High Value
12840,2726.77,4,681.69,High Value
12380,2724.81,4,681.20,High Value
12708,2712.91,10,271.29,High Value
15796,2711.56,8,338.95,High Value
17069,2709.70,9,301.08,High Value
13285,2709.12,4,677.28,High Value
13654,2707.33,6,451.22,High Value
14107,2703.23,7,386.18,High Value
14732,2702.49,8,337.81,High Value
18097,2697.80,6,449.63,High Value
17386,2686.42,6,447.74,High Value
12625,2683.82,2,1341.91,High Value
17346,2676.56,15,178.44,High Value
13883,2674.48,5,534.90,High Value
14713,2666.36,11,242.40,High Value
12360,2662.06,3,887.35,High Value
14439,2661.24,1,2661.24,High Value
15671,2657.13,7,379.59,High Value
12721,2656.13,6,442.69,High Value
13851,2651.46,3,883.82,High Value
16618,2647.59,5,529.52,High Value
18260,2643.20,6,440.53,High Value
13658,2639.17,5,527.83,High Value
17655,2638.94,7,376.99,High Value
15752,2637.38,7,376.77,High Value
13804,2635.79,7,376.54,High Value
13771,2634.45,4,658.61,High Value
12520,2634.26,5,526.85,High Value
17402,2633.85,13,202.60,High Value
18077,2633.01,11,239.36,High Value
13422,2626.30,1,2626.30,High Value
13644,2624.26,4,656.07,High Value
17965,2622.57,14,187.33,High Value
18210,2621.38,6,436.90,High Value
16255,2619.91,8,327.49,High Value
14262,2618.23,8,327.28,High Value
13021,2616.38,9,290.71,High Value
15782,2614.74,3,871.58,High Value
14397,2612.96,19,137.52,High Value
12836,2612.86,4,653.22,High Value
18075,2611.75,10,261.18,High Value
12726,2609.10,7,372.73,High Value
16241,2607.87,13,200.61,High Value
13136,2607.61,5,521.52,High Value
14408,2606.53,7,372.36,High Value
13983,2603.43,12,216.95,High Value
17317,2600.34,3,866.78,High Value
12600,2599.04,10,259.90,High Value
16919,2596.45,11,236.04,High Value
13895,2593.07,4,648.27,High Value
14243,2588.77,10,258.88,High Value
15033,2586.67,10,258.67,High Value
13911,2580.91,9,286.77,High Value
14546,2578.09,5,515.62,High Value
16912,2575.38,11,234.13,High Value
15485,2575.00,3,858.33,High Value
18245,2567.06,7,366.72,High Value
16308,2560.00,4,640.00,High Value
15572,2552.86,7,364.69,High Value
14334,2552.21,8,319.03,High Value
14701,2549.37,9,283.26,High Value
14676,2548.24,6,424.71,High Value
13344,2543.72,3,847.91,High Value
14776,2538.30,11,230.75,High Value
17700,2534.64,4,633.66,High Value
13471,2531.58,4,632.90,High Value
14659,2529.93,9,281.10,High Value
17314,2527.92,8,315.99,High Value
13975,2526.28,6,421.05,High Value
17449,2520.86,7,360.12,High Value
13394,2520.02,8,315.00,High Value
15245,2515.84,3,838.61,High Value
15271,2507.07,15,167.14,High Value
12352,2506.04,8,313.26,High Value
13695,2504.13,15,166.94,High Value
12517,2502.84,5,500.57,High Value
15932,2495.87,8,311.98,High Value
16477,2494.46,7,356.35,High Value
12483,2484.98,8,310.62,High Value
12913,2483.63,5,496.73,High Value
16710,2483.04,10,248.30,High Value
14315,2481.13,6,413.52,High Value
13507,2479.16,4,619.79,High Value
13588,2478.95,9,275.44,High Value
17682,2474.33,6,412.39,High Value
17188,2474.23,7,353.46,High Value
14766,2473.37,6,412.23,High Value
14502,2470.67,11,224.61,High Value
17164,2467.35,7,352.48,High Value
12455,2466.86,6,411.14,High Value
15750,2465.48,8,308.19,High Value
17131,2463.17,5,492.63,High Value
13784,2462.79,11,223.89,High Value
15674,2446.60,5,489.32,High Value
14163,2445.91,4,611.48,High Value
15527,2429.78,8,303.72,High Value
17071,2429.03,9,269.89,High Value
13949,2427.32,6,404.55,High Value
16143,2424.94,6,404.16,High Value
17722,2424.04,4,606.01,High Value
15089,2420.84,6,403.47,High Value
15373,2415.91,12,201.33,High Value
12397,2409.90,2,1204.95,High Value
17589,2404.17,4,601.04,High Value
15980,2398.86,3,799.62,High Value
18065,2392.83,14,170.92,High Value
13141,2388.75,5,477.75,High Value
15370,2386.05,7,340.86,High Value
17530,2385.00,10,238.50,High Value
14493,2383.24,5,476.65,High Value
14554,2381.04,4,595.26,High Value
14239,2380.85,11,216.44,High Value
15270,2379.49,7,339.93,High Value
13722,2375.41,3,791.80,High Value
17434,2373.82,7,339.12,High Value
14930,2372.86,3,790.95,High Value
13908,2369.55,4,592.39,High Value
15755,2364.25,6,394.04,High Value
12457,2363.23,7,337.60,High Value
17634,2361.97,9,262.44,High Value
14030,2360.09,8,295.01,High Value
14440,2357.68,5,471.54,High Value
15140,2354.25,7,336.32,High Value
14309,2352.53,9,261.39,High Value
12704,2340.84,8,292.61,High Value
18259,2338.60,3,779.53,High Value
12584,2338.15,9,259.79,High Value
18257,2337.63,8,292.20,High Value
17954,2332.72,12,194.39,High Value
15281,2332.15,9,259.13,High Value
12782,2330.92,5,466.18,High Value
15785,2328.97,5,465.79,High Value
17313,2328.84,1,2328.84,High Value
17744,2322.40,6,387.07,High Value
17211,2317.22,8,289.65,High Value
14290,2314.65,5,462.93,High Value
15365,2314.32,7,330.62,High Value
13994,2313.14,6,385.52,High Value
13704,2308.06,9,256.45,High Value
15288,2306.52,5,461.30,High Value
16735,2300.56,5,460.11,High Value
16550,2298.97,5,459.79,High Value
15105,2298.93,7,328.42,High Value
